Company_name,Rating,Reviews,Industry_and_Location
Pizza Hut,4.0,(965),Hospitality | New Delhi +128 other locations
Everest Industries,3.9,(964),Building Material | Mumbai +97 other locations
Amazon Web Services,3.8,(964),IT Services & Consulting | Bangalore / Bengaluru +62 other locations
Mahindra Automotives,3.8,(965),Automobile | Pune +129 other locations
Arohan Financial Services,3.9,(965),NBFC | Kolkata +230 other locations
Kendriya Vidyalaya Sangathan,4.3,(963),Education & Training | New Delhi +232 other locations
Innodata India Private Limited,3.6,(963),IT Services & Consulting | Noida +23 other locations
TechnipFMC,3.9,(963),Engineering & Construction | Hyderabad / Secunderabad +43 other locations
Škoda Auto Volkswagen,3.9,(962),Automobile | Pune +47 other locations
Petrofac,4.2,(962),Oil & Gas | Chennai +43 other locations
Hiranandani Financial Services,4.4,(962),NBFC | Mumbai +134 other locations
Vaco Binary Semantics,3.2,(961),IT Services & Consulting | Gurgaon / Gurugram +48 other locations
Xebia,3.1,(961),IT Services & Consulting | Gurgaon / Gurugram +22 other locations
C&S Electric,4.0,(959),Electrical Equipment | Noida +58 other locations
Softenger,3.9,(958),IT Services & Consulting | Pune +31 other locations
Nasser S. Al Hajri Corporation,3.6,(959),Engineering & Construction | Chennai +55 other locations
Natco Pharma,4.0,(958),Pharma | Hyderabad / Secunderabad +64 other locations
VIP Industries,3.8,(957),Retail | Mumbai +94 other locations
Barclays Global Service Centre,3.9,(956),IT Services & Consulting | Pune +13 other locations
Napino Auto & Electronics,3.8,(951),Auto Components | Gurgaon / Gurugram +24 other locations
Capacit'e Infraprojects,3.7,(950),Engineering & Construction | Mumbai +35 other locations
Wonder Cement,4.2,(949),Building Material | Nimbahera +112 other locations
Episource,3.9,(949),IT Services & Consulting | Chennai +20 other locations
Lowe's,4.1,(950),Retail | Bangalore / Bengaluru +9 other locations
Pricol,3.9,(947),Auto Components | Coimbatore +32 other locations
MasterCard,3.9,(947),FinTech | Pune +14 other locations
LOREAL,3.8,(947),Beauty & Personal Care | Mumbai +100 other locations
Lumina Datamatics,3.2,(947),IT Services & Consulting | Mumbai +20 other locations
Quantiphi Analytics Solutions Private Limited,3.1,(946),IT Services & Consulting | Bangalore / Bengaluru +17 other locations
Mando Automotive,4.0,(945),Auto Components | Chennai +21 other locations
Merino Industries,3.8,(947),Building Material | New Delhi +79 other locations
Jyothy Labs,4.1,(944),FMCG | Mumbai +195 other locations
Tiger Analytics,3.7,(943),IT Services & Consulting | Bangalore / Bengaluru +17 other locations
Siemens Energy,4.1,(944),Power | Pune +50 other locations
Gannon Dunkerley & Co.,3.4,(943),Engineering & Construction | Kolkata +80 other locations
General Mills,4.1,(943),Food Processing | Mumbai +54 other locations
Jubilant Pharmova,3.7,(939),Pharma | Noida +61 other locations
JSW Group,3.8,(944),Iron & Steel | Mumbai +94 other locations
Yokohama Off-Highway Tires,3.7,(937),Auto Components | Bharuch +38 other locations
Defence Research & Development Organisation,4.5,(938),Defence & Aerospace | Hyderabad / Secunderabad +57 other locations
Financial Software & Systems,3.6,(937),Software Product | Chennai +33 other locations
J B Chemicals And Pharmaceuticals,3.9,(933),Pharma | Mumbai +93 other locations
Hathway,3.3,(932),Telecom | Mumbai +57 other locations
Tikona Infinet,3.5,(933),Telecom | Mumbai +46 other locations
FLSmidth,3.5,(931),Industrial Machinery | Chennai +24 other locations
Salcomp Manufacturing,4.0,(930),Electronics Manufacturing | Chennai +26 other locations
Shriram General Insurance,3.6,(931),Insurance | Jaipur +199 other locations
Aircel,4.4,(929),Telecom | New Delhi +114 other locations
Velocis Systems,3.8,(929),IT Services & Consulting | New Delhi +51 other locations
KEI Industries,4.3,(928),Electrical Equipment | New Delhi +99 other locations
Pramerica Life Insurance,3.6,(928),Insurance | Gurgaon / Gurugram +125 other locations
ICCS,3.1,(927),BPO | Noida +31 other locations
Timken,3.9,(925),Industrial Machinery | Jamshedpur +44 other locations
Amphenol Interconnect,4.3,(924),Electrical Equipment | Pune +18 other locations
Amphenol Interconnect,4.3,(924),Electrical Equipment | Pune +18 other locations
Astral Adhesives,3.9,(923),Chemicals | Ahmedabad +155 other locations
Sandhar Technologies,3.8,(920),Auto Components | Gurgaon / Gurugram +31 other locations
Sundaram Clayton,3.9,(920),Auto Components | Chennai +29 other locations
Reliance Power,4.1,(919),Power | Singrauli +41 other locations
Signify,3.5,(919),Consumer Electronics & Appliances | Bangalore / Bengaluru +83 other locations
Technip Energies,4.1,(921),Engineering & Construction | Noida +39 other locations
Jaro Education,3.2,(919),EdTech | Mumbai +24 other locations
VeeTechnologies,3.8,(917),IT Services & Consulting | Bangalore / Bengaluru +39 other locations
Marsh McLennan,3.9,(917),Management Consulting | Mumbai +24 other locations
National Payments Corporation of India,3.9,(916),FinTech | Mumbai +11 other locations
Psp Projects,3.9,(914),Engineering & Construction | Ahmedabad +57 other locations
Aristo Pharmaceuticals,4.0,(915),Pharma | Mumbai +106 other locations
Naukri,4.2,(913),Internet | Noida +72 other locations
Adani Enterprises,3.7,(913),Metals & Mining | Ahmedabad +76 other locations
SFO Technologies,3.4,(911),Electronics Manufacturing | Bangalore / Bengaluru +17 other locations
Bhanzu,3.8,(910),EdTech | Bangalore / Bengaluru +14 other locations
Amazon Sellers Services,4.0,(907),Internet | Bangalore / Bengaluru +67 other locations
KMV Projects Limited,4.2,(907),Engineering & Construction | Hyderabad / Secunderabad +69 other locations
Test Yantra Software Solutions,3.1,(905),IT Services & Consulting | Bangalore / Bengaluru +19 other locations
Apotex Research,3.8,(905),Pharma | Bangalore / Bengaluru +14 other locations
Godfrey Phillips India,4.0,(903),FMCG | New Delhi +119 other locations
Bayer,4.0,(902),Pharma | Bangalore / Bengaluru +114 other locations
GE Healthcare,3.9,(903),Medical Equipment | Bangalore / Bengaluru +36 other locations
Nityo Infotech,3.3,(901),IT Services & Consulting | Bangalore / Bengaluru +31 other locations
Deepak Fertilisers and Petrochemicals,4.1,(901),Chemicals | Mumbai +58 other locations
Knight Frank,4.0,(901),Real Estate | Mumbai +50 other locations
Nirma,4.2,(900),FMCG | Bhavnagar +67 other locations
Netscribes,2.7,(900),Analytics & KPO | Kolkata +17 other locations
Skipper,3.7,(899),Industrial Machinery | Kolkata +88 other locations
Experis IT,3.0,(899),Recruitment | Bangalore / Bengaluru +34 other locations
Aviva Life Insurance India,3.5,(898),Insurance | Gurgaon / Gurugram +121 other locations
Xceedance,3.6,(898),IT Services & Consulting | Gurgaon / Gurugram +14 other locations
Neel Metal Products,4.1,(897),Auto Components | Gurgaon / Gurugram +38 other locations
Volvo,4.0,(896),Automobile | Bangalore / Bengaluru +38 other locations
BDR Pharmaceuticals International,4.1,(895),Pharma | Vadodara +29 other locations
Volkswagen,4.1,(895),Automobile | Pune +103 other locations
Tafe Motors & Tractors,3.9,(895),Industrial Machinery | Bhopal +71 other locations
Bosch Chassis Systems,4.1,(894),Auto Components | Pune +24 other locations
Navayuga Engineering Company,3.8,(894),Engineering & Construction | Hyderabad / Secunderabad +73 other locations
AJIO,3.6,(889),Internet | Bangalore / Bengaluru +200 other locations
Medhaj Techno Concept,4.0,(893),Management Consulting | Lucknow +151 other locations
HomeLane,3.3,(891),Architecture & Interior Design | Bangalore / Bengaluru +35 other locations
Egis  India Consulting Engineers,4.2,(891),Engineering & Construction | Gurgaon / Gurugram +111 other locations
Steag Energy Services,4.3,(889),Power | Jharsuguda +62 other locations
OCS Group,4.1,(888),Facility Management Services | Mumbai +57 other locations
Schlumberger,3.8,(889),Oil & Gas | Pune +36 other locations
Vedanta Resources,3.7,(887),Metals & Mining | Jharsuguda +72 other locations
Medha Servo Drives,4.3,(887),Electrical Equipment | Hyderabad / Secunderabad +54 other locations
SKH Metals,4.0,(889),Auto Components | Gurgaon / Gurugram +26 other locations
BGR Energy Systems,3.8,(886),Engineering & Construction | Chennai +54 other locations
Tata Chemicals,3.9,(884),Chemicals | Jamnagar +85 other locations
Re Sustainability Limited,3.8,(885),Waste Management | Hyderabad / Secunderabad +84 other locations
Yashoda Hospitals,3.9,(885),Healthcare | Hyderabad / Secunderabad +30 other locations
Michelin,3.7,(880),Auto Components | Pune +47 other locations
CIEL HR,4.0,(880),Recruitment | Bangalore / Bengaluru +105 other locations
HT Media,3.1,(879),Media & Entertainment | New Delhi +43 other locations
Target,4.0,(879),Retail | Bangalore / Bengaluru +17 other locations
Ashirvad Pipes,3.9,(878),Building Material | Bangalore / Bengaluru +107 other locations
Updater Services,3.7,(877),Facility Management Services | Chennai +99 other locations
TNQ Tech Private Limited,3.5,(876),Printing & Publishing | Chennai +13 other locations
Vijay Sales,4.2,(875),Retail | Mumbai +51 other locations
Alok Industries,3.6,(874),Fashion & Textile | Silvassa / Dadra & Nagar Haveli +34 other locations
LanceSoft,3.3,(872),Recruitment | Hyderabad / Secunderabad +29 other locations
Marks & Spencer,3.9,(870),Retail | New Delhi +60 other locations
Musashi Auto Parts,3.9,(871),Auto Components | Rewari +26 other locations
Next Education India,3.2,(867),EdTech | Hyderabad / Secunderabad +94 other locations
C.R.I. Pumps,3.9,(865),Industrial Machinery | Coimbatore +70 other locations
JSW Paints,3.8,(863),Chemicals | Mumbai +167 other locations
RAMTeCH Software Solutions,3.7,(863),IT Services & Consulting | Hyderabad / Secunderabad +35 other locations
FastInfo,4.1,(862),Internet | Kolkata +8 other locations
Birla Opus Paints,4.0,(861),Chemicals | Mumbai +248 other locations
ACL Digital,3.6,(860),IT Services & Consulting | Bangalore / Bengaluru +26 other locations
Orient Electric,3.7,(861),Consumer Electronics & Appliances | New Delhi +86 other locations
Greenlam Industries,4.1,(860),Furniture & Furnishing | New Delhi +114 other locations
"Commonwealth Bank of Australia, India",2.8,(858),Financial Services | Bangalore / Bengaluru +14 other locations
Centum Electronics,3.5,(857),Electronics Manufacturing | Bangalore / Bengaluru +18 other locations
Sona Comstar,4.0,(857),Auto Components | Gurgaon / Gurugram +23 other locations
Wakefit,4.0,(859),Furniture & Furnishing | Bangalore / Bengaluru +55 other locations
Future Focus Infotech,3.4,(856),IT Services & Consulting | Bangalore / Bengaluru +58 other locations
National Health Mission,3.4,(856),Healthcare | Guwahati +278 other locations
Carborundum Universal Limited,3.7,(855),Industrial Machinery | Chennai +129 other locations
Bechtel,3.9,(855),Engineering & Construction | Gurgaon / Gurugram +31 other locations
Tata Starbucks,4.0,(855),Hospitality | Mumbai +56 other locations
MAS Financial Services,3.7,(855),NBFC | Ahmedabad +141 other locations
Parekh Integrated Services,4.1,(854),Logistics | Mumbai +75 other locations
Athena BPO,3.3,(853),BPO | Mumbai +38 other locations
Silaris Informations,3.0,(853),BPO | New Delhi +22 other locations
Precision Infomatic M Pvt Ltd,3.8,(853),IT Services & Consulting | Chennai +91 other locations
Magna International,3.8,(854),Auto Components | Pune +21 other locations
Acme Cleantech Solutions,4.0,(851),Power | Gurgaon / Gurugram +101 other locations
Motherson Sumi Wiring,3.7,(887),Electrical Equipment | Noida +40 other locations
Serco,4.2,(849),Analytics & KPO | Mumbai +40 other locations
Intellipaat Software Solutions,3.8,(849),EdTech | Bangalore / Bengaluru +16 other locations
Apar Industries,4.1,(848),Semiconductors | Mumbai +73 other locations
Shilpa Medicare,3.4,(847),Pharma | Hyderabad / Secunderabad +30 other locations
Mahindra First Choice Wheels,3.8,(847),Internet | Mumbai +119 other locations
LEAD School,3.3,(846),EdTech | Mumbai +104 other locations
M3M India,4.0,(845),Real Estate | Gurgaon / Gurugram +10 other locations
Ageas Federal Life Insurance,3.5,(847),Insurance | Mumbai +123 other locations
Rico Auto Industries,3.8,(844),Auto Components | Gurgaon / Gurugram +32 other locations
Panacea Biotec,3.6,(844),Biotechnology | Baddi +71 other locations
WSP,4.2,(843),Management Consulting | Bangalore / Bengaluru +32 other locations
IDEMIA,3.9,(844),Electronics Manufacturing | Noida +51 other locations
Nlb Services,3.5,(843),Recruitment | Noida +21 other locations
Fedbank Financial Services,4.0,(842),NBFC | Mumbai +163 other locations
Epsilon,3.7,(842),Marketing & Advertising | Bangalore / Bengaluru +16 other locations
Porter,3.5,(841),Internet | Bangalore / Bengaluru +31 other locations
H&M,3.9,(840),Fashion & Textile | Bangalore / Bengaluru +56 other locations
Swaraj Tractors,4.1,(838),Automobile | Mohali +105 other locations
Wipro PARI,3.2,(835),Industrial Automation | Pune +26 other locations
Tata Hitachi Construction Machinery,4.0,(838),Industrial Machinery | Kharagpur +75 other locations
Mahindra Tractors,4.1,(837),Automobile | Nagpur +129 other locations
Torry Harris Integration Solutions,4.2,(838),IT Services & Consulting | Bangalore / Bengaluru +10 other locations
MOURI Tech,3.6,(836),IT Services & Consulting | Hyderabad / Secunderabad +10 other locations
Arvind Lifestyle Brands,4.0,(836),Retail | Bangalore / Bengaluru +87 other locations
Bank of India,3.9,(835),Banking | Mumbai +182 other locations
Jaya Hind Industries,3.7,(835),Auto Components | Pune +37 other locations
Duck Creek Technologies,4.6,(835),Software Product | Mumbai +9 other locations
Ups Logistics,3.6,(834),Logistics | Pune +37 other locations
Consolidated Contractors,4.4,(834),Engineering & Construction | Mumbai +56 other locations
KGISL,3.0,(833),IT Services & Consulting | Coimbatore +20 other locations
Impact Infotech Pvt. Ltd.,3.5,(834),IT Services & Consulting | Mumbai +74 other locations
AuthBridge Research Services,3.2,(833),IT Services & Consulting | Gurgaon / Gurugram +21 other locations
Parag Milk Foods,4.0,(833),Food Processing | Mumbai +91 other locations
Shaktiman Tirth Agro Technology,3.9,(832),Industrial Machinery | Rajkot +63 other locations
Feedback Infrastructure Services,3.4,(832),Engineering & Construction | Gurgaon / Gurugram +129 other locations
Rohan Builders,4.1,(830),Real Estate | Pune +70 other locations
Zudio,3.9,(829),Retail | New Delhi +136 other locations
Sanden Vikas,4.0,(828),Auto Components | Faridabad +33 other locations
Satya MicroCapital,3.6,(828),NBFC | New Delhi +180 other locations
Royal Sundaram General Insurance,3.8,(828),Insurance | Chennai +104 other locations
Ather Energy,4.1,(826),Automobile | Bangalore / Bengaluru +66 other locations
Guardian India,3.9,(825),Insurance | Chennai +13 other locations
enGen Global,3.9,(826),IT Services & Consulting | Chennai +7 other locations
Fareportal,3.0,(825),Internet | Gurgaon / Gurugram +14 other locations
India Shelter Finance Corporation,3.9,(824),NBFC | Gurgaon / Gurugram +179 other locations
Nibav Lifts,4.0,(825),Industrial Machinery | Chennai +41 other locations
HP India,3.8,(823),Consumer Electronics & Appliances | Bangalore / Bengaluru +63 other locations
FIITJEE,3.2,(822),Education & Training | New Delhi +48 other locations
Truhome Finance,3.7,(822),Financial Services | Mumbai +159 other locations
Punj Lloyd,3.9,(821),Engineering & Construction | Gurgaon / Gurugram +70 other locations
Union Bank of India,3.8,(820),Banking | Mumbai +149 other locations
Casagrand,3.8,(819),Real Estate | Chennai +19 other locations
Tata Power Solar,4.1,(819),Power | Bangalore / Bengaluru +87 other locations
Regulated Council of Immigration Consultants,4.9,(819),Other | Dubai +5 other locations
Lumen Technologies,4.0,(816),Hardware & Networking | Bangalore / Bengaluru +14 other locations
Nippon Koei India,4.8,(817),Engineering & Construction | New Delhi +69 other locations
Luxoft,3.6,(816),IT Services & Consulting | Bangalore / Bengaluru +23 other locations
Victora Auto Private Limited,4.0,(817),Auto Components | Faridabad +30 other locations
Alorica,3.1,(814),BPO | Bangalore / Bengaluru +15 other locations
Eris Lifesciences,3.6,(814),Pharma | Ahmedabad +89 other locations
Greaves Cotton,4.0,(812),Auto Components | Aurangabad +47 other locations
Qinecsa Solutions,2.8,(804),Clinical Research | Mysuru / Mysore +19 other locations
Freshworks,3.4,(812),Software Product | Chennai +47 other locations
Metso,4.1,(811),Metals & Mining | Alwar +47 other locations
Medusind Solutions,3.5,(811),IT Services & Consulting | Chennai +11 other locations
Ramco Systems,3.8,(809),Software Product | Chennai +28 other locations
Ford Business Solutions,4.1,(809),IT Services & Consulting | Chennai +51 other locations
Sutherland Healthcare Solutions,3.7,(809),Analytics & KPO | Hyderabad / Secunderabad +14 other locations
eTeam,3.2,(807),Recruitment | Bangalore / Bengaluru +19 other locations
Clarivate,3.7,(806),Analytics & KPO | Bangalore / Bengaluru +17 other locations
Huhtamaki,4.0,(806),Packaging | Mumbai +44 other locations
UKG,3.0,(800),Software Product | Noida +12 other locations
Nexdigm,3.7,(817),Management Consulting | Pune +12 other locations
Rockwell Automation,3.6,(802),Industrial Automation | Pune +22 other locations
Bpo Convergence,3.4,(802),BPO | Hyderabad / Secunderabad +39 other locations
Rodic Consultants,4.2,(802),Engineering & Construction | Patna +132 other locations
Sunbeam Auto,3.9,(799),Auto Components | Gurgaon / Gurugram +30 other locations
IBS Software Services,3.6,(800),Software Product | Kochi +18 other locations
Integra Software Services,3.7,(799),IT Services & Consulting | Pondicherry / Puducherry +19 other locations
Artech Infosystems,3.3,(799),Recruitment | Bangalore / Bengaluru +21 other locations
Vijaya Diagnostic Centre,3.9,(798),Healthcare | Hyderabad / Secunderabad +40 other locations
Fluor Corporation,4.1,(795),Engineering & Construction | Gurgaon / Gurugram +24 other locations
Baxter International,3.8,(799),Healthcare | Bangalore / Bengaluru +32 other locations
Poly Medicure,3.5,(799),Medical Equipment | Faridabad +45 other locations
Forever Living Products,4.3,(798),Fitness & Wellness | Mumbai +96 other locations
Investors Clinic,3.6,(798),Real Estate | Noida +34 other locations
DBG Technology,3.7,(798),Electronics Manufacturing | Rewari +24 other locations
Intex Technologies,3.6,(796),Consumer Electronics & Appliances | New Delhi +75 other locations
Eveready Industries,3.9,(795),Consumer Electronics & Appliances | Kolkata +111 other locations
RR kabel,4.1,(796),Electrical Equipment | Vadodara +115 other locations
Border Security Force,4.4,(796),Law Enforcement & Security | New Delhi +112 other locations
Teamware Solutions,4.2,(796),Recruitment | Hyderabad / Secunderabad +24 other locations
Linde India,3.9,(794),Chemicals | Vadodara +55 other locations
Principal Global Services,3.7,(790),Insurance | Pune +11 other locations
Advik Hi Tech,3.7,(789),Auto Components | Pune +30 other locations
Hitachi,3.9,(789),Industrial Machinery | Bangalore / Bengaluru +85 other locations
Skill Lync,3.1,(787),EdTech | Chennai +17 other locations
Zidio Development,4.4,(787),IT Services & Consulting | Bangalore / Bengaluru +35 other locations
Rashmi Group,3.5,(786),Iron & Steel | Kharagpur +31 other locations
Bill Gosling Outsourcing India,3.5,(786),Gurgaon / Gurugram +13 other locations
JK Paper,3.8,(787),Pulp & Paper | Rayagada +52 other locations
Syneos Health,3.6,(787),Clinical Research | Gurgaon / Gurugram +17 other locations
PUMA,4.1,(783),Fashion & Textile | Bangalore / Bengaluru +100 other locations
Qualitest,3.6,(783),IT Services & Consulting | Bangalore / Bengaluru +22 other locations
Prama Hikvision India,3.6,(784),Electronics Manufacturing | Mumbai +54 other locations
K Raheja Corp,4.2,(782),Real Estate | Mumbai +17 other locations
Edubridge Learning,3.9,(781),EdTech | Mumbai +63 other locations
Cigniti Technologies,3.8,(781),IT Services & Consulting | Hyderabad / Secunderabad +9 other locations
IFFCO,4.1,(780),Agro Chemicals | New Delhi +114 other locations
RenewBuy,3.3,(780),Internet | Gurgaon / Gurugram +107 other locations
Zuventus Healthcare,3.8,(780),Pharma | Mumbai +99 other locations
Prince Pipes & Fittings,4.2,(780),Building Material | Mumbai +82 other locations
Five-Star Business Finance,4.1,(783),NBFC | Chennai +244 other locations
Praj Industries,4.0,(779),Biotechnology | Pune +44 other locations
Engineers India,4.2,(778),Engineering & Construction | New Delhi +84 other locations
THE LEELA PALACES HOTELS & RESORTS,4.0,(779),Hospitality | New Delhi +33 other locations
Wipro Consumer Care & Lighting,3.7,(777),FMCG | Bangalore / Bengaluru +119 other locations
NTT,3.8,(777),IT Services & Consulting | Mumbai +42 other locations
Zydus Healthcare,4.0,(776),Pharma | Mumbai +106 other locations
Maveric Systems,3.4,(775),IT Services & Consulting | Chennai +11 other locations
Rallis India,4.1,(775),Agro Chemicals | Ankleshwar +117 other locations
Franklin Templeton Investments,3.9,(775),Financial Services | Hyderabad / Secunderabad +32 other locations
Aequs,3.4,(774),Defence & Aerospace | Belgaum +13 other locations
Indo Autotech,3.9,(774),Auto Components | Faridabad +33 other locations
Pratap Technocrats,3.8,(774),Telecom | Ahmedabad +120 other locations
BDO,3.2,(773),Accounting & Auditing | Mumbai +34 other locations
Chennai Radha Engineering Works,3.9,(774),Engineering & Construction | Chennai +58 other locations
Careernet,3.5,(773),Recruitment | Bangalore / Bengaluru +24 other locations
Microtek International,3.8,(772),Consumer Electronics & Appliances | New Delhi +120 other locations
Waaree Energies,4.0,(772),Power | Surat +53 other locations
AISIN,4.1,(770),Auto Components | Rohtak +27 other locations
Jai Balaji Group,3.2,(769),Iron & Steel | Durgapur +41 other locations
Cohance Lifesciences,3.8,(916),Pharma | Hyderabad / Secunderabad +22 other locations
Toyo Engineering,4.0,(767),Engineering & Construction | Mumbai +44 other locations
Amber Enterprises India,3.9,(765),Electronics Manufacturing | Gurgaon / Gurugram +45 other locations
Credence Resource Management,3.0,(767),BPO | Pune +9 other locations
Denave,3.5,(764),Marketing & Advertising | Noida +70 other locations
First Advantage,3.5,(764),Recruitment | Bangalore / Bengaluru +12 other locations
Action Construction Equipment,3.7,(764),Industrial Machinery | Faridabad +59 other locations
Somany Ceramics,4.2,(765),Building Material | New Delhi +84 other locations
Ask Automotive,4.2,(763),Auto Components | Gurgaon / Gurugram +29 other locations
Better.com,3.0,(762),Financial Services | Gurgaon / Gurugram +9 other locations
Wipro Infrastructure Engineering,3.7,(762),Industrial Machinery | Bangalore / Bengaluru +38 other locations
Lea Associates South Asia,4.2,(763),Engineering & Construction | New Delhi +139 other locations
Creambell,3.9,(761),Food Processing | New Delhi +104 other locations
Reliance Smart,4.1,(761),Retail | Hyderabad / Secunderabad +250 other locations
Vastu Housing Finance,4.2,(762),NBFC | Mumbai +169 other locations
Progressive Infotech,3.3,(760),IT Services & Consulting | Noida +68 other locations
Progressive Infotech,3.3,(760),IT Services & Consulting | Noida +68 other locations
Simplilearn,3.2,(760),EdTech | Bangalore / Bengaluru +9 other locations
Reliance BP Mobility,3.6,(761),Oil & Gas | Mumbai +103 other locations
Quatrro Business Support Services,3.3,(760),Gurgaon / Gurugram +14 other locations
Creative Synergies Group,4.0,(759),IT Services & Consulting | Bangalore / Bengaluru +9 other locations
Novac Technology Solutions,3.7,(758),Software Product | Chennai +24 other locations
JioStar,3.5,(755),Media & Entertainment | Mumbai +42 other locations
Allied Digital Services,3.2,(759),IT Services & Consulting | Mumbai +54 other locations
Dunzo,3.5,(756),Internet | Bangalore / Bengaluru +20 other locations
Fleetguard Filters Private Limited,4.3,(756),Auto Components | Pune +84 other locations
Hitachi Digital Services,3.5,(756),IT Services & Consulting | Hyderabad / Secunderabad +15 other locations
Travel Food Services Ltd,4.0,(757),Hospitality | Mumbai +35 other locations
Radical Minds,2.9,(755),BPO | Gurgaon / Gurugram +13 other locations
Ramkrishna Forgings,3.4,(759),Auto Components | Jamshedpur +28 other locations
Dineshchandra R. Agrawal Infracon,4.0,(756),Engineering & Construction | Ahmedabad +78 other locations
Consero Global Solutions,2.9,(512),Financial Services | Bangalore / Bengaluru +10 other locations
Orion Edutech,3.1,(753),EdTech | Kolkata +114 other locations
Hilti,3.4,(754),Industrial Machinery | Gurgaon / Gurugram +47 other locations
People Tech Group,2.4,(754),IT Services & Consulting | Hyderabad / Secunderabad +12 other locations
Axtria,2.8,(754),Software Product | Gurgaon / Gurugram +8 other locations
Central Industrial Security Force,4.3,(752),Law Enforcement & Security | New Delhi +89 other locations
1 India Family Mart,4.6,(752),Retail | New Delhi +99 other locations
Samsung E&A,3.9,(751),Engineering & Construction | Noida +47 other locations
Forvia Hella,3.9,(753),Auto Components | Pune +32 other locations
Bses Rajdhani Power,3.8,(751),Power | New Delhi +22 other locations
Fidelity International,3.6,(751),Financial Services | Gurgaon / Gurugram +14 other locations
Times Internet,3.4,(750),Internet | Noida +24 other locations
BNP Paribas India Solutions,3.6,(750),IT Services & Consulting | Mumbai +9 other locations
Assystem,3.3,(749),Engineering & Construction | Chennai +68 other locations
Brane Enterprises,2.1,(748),Software Product | Hyderabad / Secunderabad +12 other locations
CADD Centre Training Services,3.9,(748),Education & Training | Chennai +133 other locations
Alivus Life Sciences,3.8,(748),Pharma | Ankleshwar +22 other locations
HSBC Software Development,4.1,(747),Pune +8 other locations
BCD Travel,4.3,(747),Travel & Tourism | Bangalore / Bengaluru +11 other locations
Amadeus,3.7,(747),Software Product | Bangalore / Bengaluru +14 other locations
McDermott International,4.2,(745),Engineering & Construction | Chennai +33 other locations
Universal Sompo General Insurance,4.4,(746),Insurance | Mumbai +118 other locations
Finolex Cables,3.7,(744),Electrical Equipment | Pune +76 other locations
Wapcos,3.3,(743),Engineering & Construction | New Delhi +144 other locations
Bunge India,4.0,(743),Food Processing | Mohali +70 other locations
JM Financial,3.8,(741),Financial Services | Mumbai +68 other locations
Ugro Capital,3.7,(743),NBFC | Mumbai +162 other locations
SLK Global Services,3.9,(740),BPO | Bangalore / Bengaluru +9 other locations
Veradigm,3.8,(738),Software Product | Pune +9 other locations
Vaaman Engineers,3.8,(740),Engineering & Construction | Jharsuguda +46 other locations
VA Tech Wabag,3.8,(739),Waste Management | Chennai +53 other locations
Mswipe Technologies,3.3,(739),FinTech | Mumbai +97 other locations
CMS Computers Limited (INDIA),3.6,(739),IT Services & Consulting | New Delhi +77 other locations
Hapag-Lloyd,3.8,(739),Ports & Shipping | Chennai +16 other locations
Sharda Motor Industries,3.8,(738),Auto Components | Chennai +27 other locations
National Informatics Centre,3.9,(739),Government | New Delhi +77 other locations
Wabtec,3.9,(737),Auto Components | Bangalore / Bengaluru +28 other locations
Zee Entertainment Enterprises,3.4,(740),Media & Entertainment | Mumbai +35 other locations
OLX,3.7,(737),Internet | Gurgaon / Gurugram +57 other locations
India Cements,3.8,(738),Building Material | Chennai +91 other locations
Galfar,3.9,(737),Engineering & Construction | Muscat +40 other locations
Bitwise Solutions,3.7,(736),IT Services & Consulting | Pune +9 other locations
ESL Steel,3.8,(736),Iron & Steel | Bokaro +24 other locations
Integreon,3.2,(736),BPO | Mumbai +12 other locations
India Japan Lighting,4.1,(736),Auto Components | Chennai +30 other locations
Vertex Customer Solutions,3.6,(734),IT Services & Consulting | Chennai +33 other locations
Indusind Marketing & Financial Services,3.7,(734),Financial Services | Chennai +269 other locations
ManipalCigna Health Insurance,3.7,(733),Insurance | Mumbai +133 other locations
UnitedLex,2.7,(732),Analytics & KPO | New Delhi +12 other locations
Patel Infrastructure Limited,4.2,(733),Engineering & Construction | Vadodara +58 other locations
Primus Global Technologies,3.7,(732),IT Services & Consulting | Bangalore / Bengaluru +27 other locations
TO THE NEW,3.6,(732),IT Services & Consulting | Noida +19 other locations
Livguard,3.9,(732),Electronics Manufacturing | Gurgaon / Gurugram +86 other locations
Exicom,4.0,(730),Semiconductors | Gurgaon / Gurugram +31 other locations
Mott MacDonald,4.0,(730),Management Consulting | Mumbai +49 other locations
EMERSON PROCESS MANAGEMENT,4.1,(728),Industrial Automation | Pune +31 other locations
LifeCell International,3.4,(728),Biotechnology | Chennai +75 other locations
Deepak Nitrite,4.0,(727),Chemicals | Vadodara +20 other locations
Steel Authority Of India,4.0,(727),Iron & Steel | Bokaro +50 other locations
Religare,3.6,(727),Financial Services | New Delhi +97 other locations
GirnarSoft,3.6,(726),IT Services & Consulting | Gurgaon / Gurugram +53 other locations
Sun Life Financial,3.8,(726),Financial Services | Gurgaon / Gurugram +12 other locations
Greenply,3.8,(727),Building Material | Kolkata +96 other locations
Isuzu Motors,4.1,(725),Automobile | Chennai +38 other locations
ffreedom app,3.5,(722),Internet | Bangalore / Bengaluru +26 other locations
Lavender Technology,4.9,(724),IT Services & Consulting | Bangalore / Bengaluru +8 other locations
Smollan Group,3.9,(722),Marketing & Advertising | Mumbai +141 other locations
